,time,CPI,real_GDP,inflation,unemployment_rate,population,household_income,population_density,RegionName,SizeRank,City,Metro,CountyName,value
9425,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,42495,75715,2650.9911565199445,89131,1426,Las Vegas,Las Vegas,Clark,197600.0
9426,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,21980,116458,3315.3142054451278,89134,3140,Las Vegas,Las Vegas,Clark,194600.0
9427,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,24694,163854,541.6563754310515,89135,2843,Las Vegas,Las Vegas,Clark,279300.0
9428,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,12351,113777,2933.915506882768,89138,6884,Las Vegas,Las Vegas,Clark,277900.0
9429,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,34615,52261,3268.7197474307814,89139,2162,Las Vegas,Las Vegas,Clark,169400.0
9430,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,25349,85416,2371.3465816680086,89141,3629,Las Vegas,Las Vegas,Clark,194100.0
9431,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,33454,35989,7028.330444107991,89142,3949,Las Vegas,Las Vegas,Clark,98000.0
9432,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,12034,61186,3518.749953501362,89143,8369,Las Vegas,Las Vegas,Clark,152200.0
9433,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,17443,117344,4438.585091027269,89144,5582,Las Vegas,Las Vegas,Clark,220300.0
9434,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,21631,101262,4692.240197338575,89145,4327,Las Vegas,Las Vegas,Clark,132100.0
9435,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,17699,46883,3695.187697602379,89146,5922,Las Vegas,Las Vegas,Clark,186100.0
9436,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,47300,48517,6374.793178400826,89147,575,Las Vegas,Las Vegas,Clark,158500.0
9437,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,40906,59930,3320.303073881403,89148,511,Las Vegas,Las Vegas,Clark,185900.0
9438,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,31137,70297,2594.78672528694,89149,2183,Las Vegas,Las Vegas,Clark,175600.0
9439,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,25554,35784,787.5126965807416,89156,4829,Las Vegas,Las Vegas,Clark,102200.0
9440,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,15400,59668,79.73089732658683,89166,5509,Las Vegas,Las Vegas,Clark,184100.0
9441,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,30589,60758,1600.7008146690678,89178,2504,Las Vegas,Las Vegas,Clark,180200.0
9442,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,7348,61899,61.677044850581424,89179,9005,Las Vegas,Las Vegas,Clark,198400.0
9443,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,31560,50081,4502.225907079539,89183,2668,Las Vegas,Las Vegas,Clark,148100.0
9444,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,21984,48449,659.9879994776371,89701,4439,Carson City,Carson City,Carson City,153000.0
9445,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,8504,79650,334.937236512134,89703,8046,Carson City,Carson City,Carson City,233400.0
9446,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,3716,97454,48.54971398517201,89704,11321,Carson City,Carson City,Carson City,199800.0
9447,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,4553,54238,105.49755276858352,89705,10869,Carson City,Carson City,Carson City,200700.0
9448,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,16299,41233,514.3279292527291,89706,5355,Carson City,Carson City,Carson City,151300.0
9449,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,22721,64438,13.037147970838094,89801,4700,Elko,Elko,Elko,234000.0
9450,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,13946,78563,22.15480153721263,89815,7509,Spring Creek,Elko,Elko,241400.0
9451,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,13427,49226,66.6030354299512,89403,6347,Dayton,Fernley,Lyon,130400.0
9452,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,18044,46914,121.57692304035211,89408,5360,Fernley,Fernley,Lyon,184100.0
9453,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,9758,59229,56.09036788132413,89410,7410,Gardnerville,Gardnerville Ranchos,Douglas,240900.0
9454,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,316,564398,20.072619048905345,89413,14712,Glenbrook,Gardnerville Ranchos,Douglas,1349900.0
9455,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,10939,78028,157.9548323864459,89423,7340,Minden,Gardnerville Ranchos,Douglas,263500.0
9456,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,5504,38947,32.673601715862574,89429,9111,Silver Springs,Fernley,Lyon,120700.0
9457,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,34072,34331,3523.5622380419913,89431,2061,Sparks,Reno,Washoe,110600.0
9458,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,18666,33012,1201.964834090332,89433,6448,Sun Valley,Reno,Washoe,130400.0
9459,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,22966,49229,767.5953215027915,89434,4076,Sparks,Reno,Washoe,152500.0
9460,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,37058,67179,909.1779106876614,89436,1605,Sparks,Reno,Washoe,208600.0
9461,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,1207,53560,82.81850047557909,89439,13716,Verdi-Mogul,Reno,Washoe,276600.0
9462,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,11190,71133,269.64416187537654,89441,8070,Sparks,Reno,Washoe,236100.0
9463,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,2185,51677,7.387973278964156,89444,12104,Wellington,Gardnerville Ranchos,Douglas,211400.0
9464,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,8777,36974,11.508256684843094,89447,8933,Yerington,Fernley,Lyon,198400.0
9465,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,4284,339262,169.3397429624873,89451,10516,Incline Village,Reno,Washoe,680300.0
9466,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,11224,59294,207.0552273590987,89460,7326,Gardnerville,Gardnerville Ranchos,Douglas,200500.0
9467,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,2790,61344,4429.486862165696,89501,10635,Reno,Reno,Washoe,170000.0
9468,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,41216,36626,1851.5803461366565,89502,823,Reno,Reno,Washoe,127100.0
9469,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,19313,42594,2975.8447090931254,89503,3250,Reno,Reno,Washoe,146500.0
9470,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,34997,42462,370.2684976314542,89506,2105,Reno,Reno,Washoe,129900.0
9471,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,28596,74731,3195.1774529236814,89509,1457,Reno,Reno,Washoe,242600.0
9472,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,2868,68986,2.773917612220249,89510,10877,Sparks,Reno,Washoe,263900.0
9473,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,25893,129488,173.73730437304732,89511,3010,Reno,Reno,Washoe,404800.0
9474,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,19259,29525,3057.1001931056267,89512,4224,Reno,Reno,Washoe,132100.0
9475,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,30887,63209,3538.06104831579,89002,3042,Henderson,Las Vegas,Clark,166800.0
9476,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,12710,70931,103.8159650580117,89005,6533,Boulder City,Las Vegas,Clark,201100.0
9477,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,8425,170630,1081.6279448490616,89519,8568,Reno,Reno,Washoe,350600.0
9478,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,26358,80710,343.7441948203894,89521,2607,Reno,Reno,Washoe,245200.0
9479,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,29260,67450,1553.0788312833504,89523,1945,Reno,Reno,Washoe,226000.0
9480,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,28324,94048,2579.677422821322,89012,1985,Henderson,Las Vegas,Clark,206100.0
9481,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,20757,68032,1221.048873972425,89011,3764,Henderson,Las Vegas,Clark,156000.0
9482,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,33786,50880,4457.344509438785,89014,1373,Henderson,Las Vegas,Clark,158300.0
9483,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,33654,49277,897.6886948854668,89015,1754,Henderson,Las Vegas,Clark,130300.0
9484,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,11381,57411,385.9305650145263,89027,6027,Mesquite,Las Vegas,Clark,171500.0
9485,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,5669,48905,60.27688286736584,89029,7788,Laughlin,Las Vegas,Clark,144800.0
9486,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,51604,25170,5513.270214786779,89030,1999,North Las Vegas,Las Vegas,Clark,110600.0
9487,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,63659,44638,6693.984249241658,89031,353,North Las Vegas,Las Vegas,Clark,127000.0
9488,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,41465,38156,4045.4047300322327,89032,2088,North Las Vegas,Las Vegas,Clark,116600.0
9489,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,2683,51283,5.146328528890577,89040,12016,Overton,Las Vegas,Clark,117900.0
9490,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,16524,91910,526.7712816955104,89044,4804,Henderson,Las Vegas,Clark,237900.0
9491,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,13975,43180,182.39944195922166,89048,5220,Pahrump,Pahrump,Nye,123300.0
9492,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,48424,109211,932.6660151157482,89052,263,Henderson,Las Vegas,Clark,283200.0
9493,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,7044,42938,15.230757976211896,89060,8294,Pahrump,Pahrump,Nye,85100.0
9494,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,3969,54149,54.58833176107158,89061,10140,Pahrump,Pahrump,Nye,120700.0
9495,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,44165,73344,4918.19974230662,89074,485,Henderson,Las Vegas,Clark,182000.0
9496,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,31892,44764,4269.381738193305,89081,3293,North Las Vegas,Las Vegas,Clark,139300.0
9497,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,23065,60510,2110.337524731485,89084,4372,North Las Vegas,Las Vegas,Clark,174600.0
9498,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,4101,66460,7886.577049731307,89085,12365,North Las Vegas,Las Vegas,Clark,208400.0
9499,2013-04-01,233.93364192036444,16634.88696987979,1.5094223547544503,7.737693607581973,5086,38920,749.0961246233812,89086,10891,North Las Vegas,Las Vegas,Clark,158000.0
9500,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,37371,38598,6972.325221610165,89102,2135,Las Vegas,Las Vegas,Clark,112600.0
9501,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,46049,47021,6873.123339382661,89103,486,Las Vegas,Las Vegas,Clark,135400.0
9502,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,39819,31135,7010.513415459003,89104,1961,Las Vegas,Las Vegas,Clark,93400.0
9503,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,36452,45778,6676.290455657361,89107,2935,Las Vegas,Las Vegas,Clark,91300.0
9504,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,66216,34359,7365.529369884275,89108,116,Las Vegas,Las Vegas,Clark,104500.0
9505,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,6369,234541,1437.8934634195555,89109,7984,Las Vegas,Las Vegas,Clark,179400.0
9506,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,72500,35146,6525.715333517025,89110,434,Las Vegas,Las Vegas,Clark,89600.0
9507,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,23060,74497,2070.0828884609277,89113,2565,Las Vegas,Las Vegas,Clark,197200.0
9508,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,57602,28742,2303.178366201969,89115,816,Las Vegas,Las Vegas,Clark,81800.0
9509,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,48733,73694,5343.591140255001,89117,196,Las Vegas,Las Vegas,Clark,216600.0
9510,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,17690,50670,1672.098371255226,89118,5333,Las Vegas,Las Vegas,Clark,155800.0
9511,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,43288,34471,3347.8778147366324,89119,694,Las Vegas,Las Vegas,Clark,122800.0
9512,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,21686,55285,3115.8404960417265,89120,4786,Las Vegas,Las Vegas,Clark,144600.0
9513,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,57124,36566,6209.223601328403,89121,174,Las Vegas,Las Vegas,Clark,105500.0
9514,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,43823,37091,4826.422534365949,89122,770,Las Vegas,Las Vegas,Clark,111300.0
9515,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,48938,56601,4590.894344840481,89123,310,Las Vegas,Las Vegas,Clark,177600.0
9516,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,562,69600,0.4127099552569729,89124,14329,Mount Charleston,Las Vegas,Clark,209200.0
9517,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,32697,51231,5449.627613530836,89128,1796,Las Vegas,Las Vegas,Clark,166400.0
9518,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,46699,61240,4665.327171114819,89129,724,Las Vegas,Las Vegas,Clark,168100.0
9519,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,29700,54154,3882.469050588577,89130,3099,Las Vegas,Las Vegas,Clark,157800.0
9520,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,42530,75881,2653.1929439564396,89131,1426,Las Vegas,Las Vegas,Clark,203100.0
9521,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,21936,117071,3308.6441863376162,89134,3140,Las Vegas,Las Vegas,Clark,201100.0
9522,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,24719,164000,542.2110350657549,89135,2843,Las Vegas,Las Vegas,Clark,286600.0
9523,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,12386,114570,2942.2638786567695,89138,6884,Las Vegas,Las Vegas,Clark,284100.0
9524,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,34703,52406,3277.053720077925,89139,2162,Las Vegas,Las Vegas,Clark,174700.0
9525,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,25433,85293,2379.184615655981,89141,3629,Las Vegas,Las Vegas,Clark,198900.0
9526,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,33510,36007,7040.098780882354,89142,3949,Las Vegas,Las Vegas,Clark,102400.0
9527,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,12057,61119,3525.606893043622,89143,8369,Las Vegas,Las Vegas,Clark,157700.0
9528,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,17453,117174,4441.08210350228,89144,5582,Las Vegas,Las Vegas,Clark,225700.0
9529,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,21629,100978,4691.972224471264,89145,4327,Las Vegas,Las Vegas,Clark,135800.0
9530,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,17695,46682,3694.2262697133806,89146,5922,Las Vegas,Las Vegas,Clark,191600.0
9531,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,47342,48454,6380.3764045975995,89147,575,Las Vegas,Las Vegas,Clark,162300.0
9532,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,40981,60174,3326.397438913806,89148,511,Las Vegas,Las Vegas,Clark,191800.0
9533,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,31208,70737,2600.683444697074,89149,2183,Las Vegas,Las Vegas,Clark,179900.0
9534,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,25589,35837,788.5929102827987,89156,4829,Las Vegas,Las Vegas,Clark,107000.0
9535,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,15509,59816,80.29559207240445,89166,5509,Las Vegas,Las Vegas,Clark,188000.0
9536,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,30696,60917,1606.2831281660197,89178,2504,Las Vegas,Las Vegas,Clark,185300.0
9537,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,7428,62344,62.34613345059861,89179,9005,Las Vegas,Las Vegas,Clark,202600.0
9538,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,31640,50156,4513.615224364579,89183,2668,Las Vegas,Las Vegas,Clark,153000.0
9539,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,21972,48549,659.6400143461622,89701,4439,Carson City,Carson City,Carson City,155600.0
9540,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,8510,79884,335.1777086172352,89703,8046,Carson City,Carson City,Carson City,237600.0
9541,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,3709,98018,48.4504826626143,89704,11321,Carson City,Carson City,Carson City,203600.0
9542,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,4550,54391,105.43029700107387,89705,10869,Carson City,Carson City,Carson City,204100.0
9543,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,16322,41400,515.0747736508475,89706,5355,Carson City,Carson City,Carson City,154600.0
9544,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,22709,64587,13.030084424090061,89801,4700,Elko,Elko,Elko,237800.0
9545,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,13929,78621,22.1276183003251,89815,7509,Spring Creek,Elko,Elko,243900.0
9546,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,13442,49305,66.67663797734176,89403,6347,Dayton,Fernley,Lyon,134700.0
9547,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,18040,46969,121.55025227620045,89408,5360,Fernley,Fernley,Lyon,188000.0
9548,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,9756,59588,56.08198861445046,89410,7410,Gardnerville,Gardnerville Ranchos,Douglas,244500.0
9549,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,312,604004,19.794079997942784,89413,14712,Glenbrook,Gardnerville Ranchos,Douglas,1370100.0
9550,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,10923,77843,157.71483526746587,89423,7340,Minden,Gardnerville Ranchos,Douglas,268400.0
9551,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,5492,38903,32.601747887751095,89429,9111,Silver Springs,Fernley,Lyon,123100.0
9552,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,34062,34444,3522.5152064948174,89431,2061,Sparks,Reno,Washoe,114200.0
9553,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,18685,33063,1203.1942152356064,89433,6448,Sun Valley,Reno,Washoe,134700.0
9554,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,22991,49296,768.4439264274251,89434,4076,Sparks,Reno,Washoe,158400.0
9555,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,37096,67405,910.1106355057309,89436,1605,Sparks,Reno,Washoe,214100.0
9556,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,1210,53886,82.9969503197861,89439,13716,Verdi-Mogul,Reno,Washoe,284700.0
9557,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,11178,71273,269.36665121686735,89441,8070,Sparks,Reno,Washoe,242700.0
9558,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,2185,52071,7.388360952520092,89444,12104,Wellington,Gardnerville Ranchos,Douglas,215600.0
9559,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,8798,37289,11.536064205588803,89447,8933,Yerington,Fernley,Lyon,202600.0
9560,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,4282,350606,169.25377459510182,89451,10516,Incline Village,Reno,Washoe,687100.0
9561,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,11218,59753,206.9513249616378,89460,7326,Gardnerville,Gardnerville Ranchos,Douglas,204200.0
9562,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,2759,63027,4380.4639990099,89501,10635,Reno,Reno,Washoe,175000.0
9563,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,41210,36703,1851.3248894562814,89502,823,Reno,Reno,Washoe,131100.0
9564,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,19325,42791,2977.7368079542794,89503,3250,Reno,Reno,Washoe,152800.0
9565,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,35020,42592,370.5067089893603,89506,2105,Reno,Reno,Washoe,134300.0
9566,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,28584,75259,3193.8527266182145,89509,1457,Reno,Reno,Washoe,247900.0
9567,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,2851,69384,2.7569844323321195,89510,10877,Sparks,Reno,Washoe,269500.0
9568,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,25891,130259,173.72382273464987,89511,3010,Reno,Reno,Washoe,413100.0
9569,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,19269,29482,3058.682718221896,89512,4224,Reno,Reno,Washoe,135800.0
9570,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,30916,63361,3541.4184407895686,89002,3042,Henderson,Las Vegas,Clark,172400.0
9571,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,12711,71263,103.82322695420281,89005,6533,Boulder City,Las Vegas,Clark,206800.0
9572,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,8433,172396,1082.5444623032936,89519,8568,Reno,Reno,Washoe,358600.0
9573,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,26407,81137,344.39046533733597,89521,2607,Reno,Reno,Washoe,250700.0
9574,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,29312,67666,1555.8733601042256,89523,1945,Reno,Reno,Washoe,231800.0
9575,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,28314,94673,2578.7418720667315,89012,1985,Henderson,Las Vegas,Clark,211800.0
9576,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,20827,68032,1225.127697833347,89011,3764,Henderson,Las Vegas,Clark,159900.0
9577,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,33820,51001,4461.75543770708,89014,1373,Henderson,Las Vegas,Clark,162900.0
9578,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,33647,49275,897.5166629792164,89015,1754,Henderson,Las Vegas,Clark,134600.0
9579,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,11395,57263,386.4277566664907,89027,6027,Mesquite,Las Vegas,Clark,173400.0
9580,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,5652,48824,60.09599564136544,89029,7788,Laughlin,Las Vegas,Clark,147500.0
9581,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,51684,25196,5521.832783008526,89030,1999,North Las Vegas,Las Vegas,Clark,114200.0
9582,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,63662,44748,6694.237562997729,89031,353,North Las Vegas,Las Vegas,Clark,131300.0
9583,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,41482,38166,4047.0970849120486,89032,2088,North Las Vegas,Las Vegas,Clark,121200.0
9584,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,2674,51755,5.1307036224130185,89040,12016,Overton,Las Vegas,Clark,120800.0
9585,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,16547,91954,527.4865475402145,89044,4804,Henderson,Las Vegas,Clark,244000.0
9586,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,13949,43193,182.06038092645446,89048,5220,Pahrump,Pahrump,Nye,125900.0
9587,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,48443,109133,933.0503697389581,89052,263,Henderson,Las Vegas,Clark,290700.0
9588,2013-05-01,234.30070177099924,16664.81035448056,1.5459763734495084,7.621332930588554,7028,42893,15.194225181330955,89060,8294,Pahrump,Pahrump,Nye,86600.0
